"date","time","slot","pillar","angle","title","audience","risk","timing","reserve","evidenceTerms","searchTerms","authority","occurrence","curationStatus"
"2026-10-12","21:00","5","iva","golden_tip","Leaving the IVA exemption: one golden tip and what to verify","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","curated_90_day"
"2026-10-13","08:30","1","immigration_residency","action","Changing address during an immigration process: a practical step-by-step checklist","international residents","high","evergreen","none","changing address during","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","1","curated_90_day"
"2026-10-13","11:30","2","social_security","edge_case","Sickness-benefit basics: mistakes, exceptions and edge cases","workers and freelancers","high","evergreen","none","sickness benefit basics","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-13","14:30","3","driving_transport","audience","Registering an imported vehicle for drivers and commuters","drivers and commuters","medium","evergreen","none","registering imported vehicle","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-13","18:00","4","banking_money","golden_tip","NEWS RESERVE — fallback: Paying the state through Multibanco: one golden tip and what to verify","people managing money in Portugal","medium","news_flex","breaking_news","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","1","curated_90_day"
"2026-10-13","21:00","5","employment","foundation","Gross salary versus take-home pay: a plain-English explanation","employees and job seekers","medium","evergreen","none","gross salary versus","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-14","08:30","1","iva","edge_case","IVA on digital services: mistakes, exceptions and edge cases","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","curated_90_day"
"2026-10-14","11:30","2","employment","audience","Reading a Portuguese employment contract for employees and job seekers","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-14","14:30","3","identity_access","golden_tip","What a Portuguese NIF is: one golden tip and what to verify","new residents","medium","evergreen","none","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","1","curated_90_day"
"2026-10-14","18:00","4","irs","foundation","NEWS RESERVE — fallback: Correcting an IRS return: a plain-English explanation","people filing personal income tax","high","news_flex","breaking_news","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Official-source verification required; otherwise use fallback","1","curated_90_day"
"2026-10-14","21:00","5","health_family","action","Healthcare for children: a practical step-by-step checklist","individuals and families","medium","evergreen","none","healthcare children","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-15","08:30","1","housing_property","audience","What AIMI is for renters and property owners","renters and property owners","high","evergreen","none","AIMI | Adicional ao IMI | arrendamento | contrato de arrendamento","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","curated_90_day"
"2026-10-15","11:30","2","education_children","golden_tip","National-exam administration: one golden tip and what to verify","families and students","medium","evergreen","none","national administration","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-15","14:30","3","freelance_business","foundation","Starting a small company versus freelancing: a plain-English explanation","freelancers and solo founders","high","evergreen","none","starting small company","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-15","18:00","4","banking_money","action","NEWS RESERVE — fallback: MB WAY basics: a practical step-by-step checklist","people managing money in Portugal","medium","news_flex","breaking_news","basics","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","1","curated_90_day"
"2026-10-15","21:00","5","daily_life_consumer","edge_case","Booking public-service appointments: mistakes, exceptions and edge cases","everyone living in Portugal","low","evergreen","none","booking public service","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","1","curated_90_day"
"2026-10-16","08:30","1","health_family","golden_tip","Health-fee exemptions: one golden tip and what to verify","individuals and families","medium","evergreen","none","health exemptions","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-16","11:30","2","immigration_residency","foundation","Residence renewal preparation: a plain-English explanation","international residents","high","evergreen","none","AIMA | autorização de residência","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","1","curated_90_day"
"2026-10-16","14:30","3","social_security","action","Keeping proof of a quarterly declaration: a practical step-by-step checklist","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-16","18:00","4","driving_transport","edge_case","NEWS RESERVE — fallback: Public-transport passes: mistakes, exceptions and edge cases","drivers and commuters","medium","news_flex","breaking_news","public transport passes","IMT | carta de condução | IUC | veículo | Via Verde","Official-source verification required; otherwise use fallback","1","curated_90_day"
"2026-10-16","21:00","5","education_children","audience","Enrolling a child in a Portuguese school for families and students","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","1","curated_90_day"
"2026-10-17","08:30","1","daily_life_consumer","foundation","Preventing identity-document scams: a plain-English explanation","everyone living in Portugal","low","evergreen","none","preventing identity document","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","1","curated_90_day"
"2026-10-17","11:30","2","iva","action","Leaving the IVA exemption: a practical step-by-step checklist","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","curated_90_day"
"2026-10-17","14:30","3","employment","edge_case","Public holidays and work: mistakes, exceptions and edge cases","employees and job seekers","medium","evergreen","none","public holidays","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","curated_90_day"
